1732671932.678130 server started (2053): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1732671932.678163 on Darwin 24.1.0 Darwin Kernel Version 24.1.0: Thu Oct 10 21:03:11 PDT 2024; root:xnu-11215.41.3~2/RELEASE_ARM64_T6020
1732671932.678170 using libevent 2.1.12-stable select
1732671932.678180 using utf8proc 2.9.0
1732671932.678186 using ncurses 6.5 20240427
1732671932.729995 spawn_pane: environment LaunchInstanceID=643F40EB-1DFF-4C9C-A69F-BD20AA3DA337
1732671932.729997 spawn_pane: environment OLDPWD=/Users/suyash
1732671932.729999 spawn_pane: environment PAGER=less
1732671932.730004 spawn_pane: environment PATH=/Users/suyash/.pyenv/shims:/Users/suyash/.pyenv/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin:/Library/Apple/usr/bin:/Applications/VMware Fusion.app/Contents/Public:/Applications/iTerm.app/Contents/Resources/utilities
1732671932.730006 spawn_pane: environment PWD=/Users/suyash/.config/nvim
1732671932.730012 spawn_pane: environment PYENV_ROOT=/Users/suyash/.pyenv
1732671932.730015 spawn_pane: environment PYENV_SHELL=zsh
1732671932.730017 spawn_pane: environment SECURITYSESSIONID=186b1
1732671932.730019 spawn_pane: environment SHELL=/bin/zsh
1732671932.730021 spawn_pane: environment SHLVL=1
1732671932.730023 spawn_pane: environment SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.nvMZ65XYAa/Listeners
1732671932.730025 spawn_pane: environment TERM=tmux-256color
1732671932.730028 spawn_pane: environment TERMINFO_DIRS=/Applications/iTerm.app/Contents/Resources/terminfo:/usr/share/terminfo
1732671932.730030 spawn_pane: environment TERM_FEATURES=T3LrMSc7UUw9Ts3BFGsSyHNoSxF
1732671932.730032 spawn_pane: environment TERM_PROGRAM=tmux
1732671932.730034 spawn_pane: environment TERM_PROGRAM_VERSION=3.5a
1732671932.730036 spawn_pane: environment TERM_SESSION_ID=w0t0p0:596DA8E2-A16B-4F43-8349-DCD9B646A2F4
1732671932.730039 spawn_pane: environment TMPDIR=/var/folders/ky/c5zfcgg92bng9b3jd241gtgm0000gn/T/
1732671932.730041 spawn_pane: environment TMUX=/private/tmp/tmux-501/default,2053,0
1732671932.730043 spawn_pane: environment TMUX_PANE=%0
1732671932.730045 spawn_pane: environment USER=suyash
1732671932.730047 spawn_pane: environment XPC_FLAGS=0x0
1732671932.730049 spawn_pane: environment XPC_SERVICE_NAME=0
1732671932.730051 spawn_pane: environment ZSH=/Users/suyash/.oh-my-zsh
1732671932.730053 spawn_pane: environment _=/opt/homebrew/bin/tmux
1732671932.730056 spawn_pane: environment __CFBundleIdentifier=com.googlecode.iterm2
1732671932.730058 spawn_pane: environment __CF_USER_TEXT_ENCODING=0x0:0:0
1732671932.730337 window_set_active_pane: pane %0
1732671932.730357 cmd_find_best_winlink_with_window: window is @0
1732671932.730362 cmd_find_from_session_window: s=$0 0
1732671932.730367 cmd_find_from_session_window: wl=0 1 w=@0 zsh
1732671932.730372 cmd_find_from_session_window: wp=%0
1732671932.730376 cmd_find_from_session_window: idx=0
1732671932.730449 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1732671932.730454 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1732671932.730456 notify_add: config_files=
1732671932.730460 notify_add: host=Suyashs-Mac-mini.local
1732671932.730464 notify_add: host_short=Suyashs-Mac-mini
1732671932.730466 notify_add: next_session_id=$1
1732671932.730469 notify_add: pane_format=0
1732671932.730472 notify_add: pid=2053
1732671932.730474 notify_add: server_sessions=1
1732671932.730476 notify_add: session_format=0
1732671932.730479 notify_add: socket_path=/private/tmp/tmux-501/default
1732671932.730481 notify_add: start_time=1732671932
1732671932.730486 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},#{?window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}}
1732671932.730489 notify_add: uid=501
1732671932.731458 notify_add: user=suyash
1732671932.731463 notify_add: version=3.5a
1732671932.731466 notify_add: window_format=0
1732671932.731469 notify_add: hook=window-linked
1732671932.731471 notify_add: hook_session=$0
1732671932.731473 notify_add: hook_session_name=0
1732671932.731475 notify_add: hook_window=@0
1732671932.731477 notify_add: hook_window_name=zsh
1732671932.731480 session_add_ref: 0 notify_add, now 2
1732671932.731482 window_add_ref: @0 notify_add, now 2
1732671932.731484 session_add_ref: 0 notify_add, now 3
1732671932.731487 cmdq_append <global>: [notify_callback/0x1557127c0]
1732671932.731489 cmd_find_from_session: s=$0 0
1732671932.731492 cmd_find_from_session: wl=0 1 w=@0 zsh
1732671932.731494 cmd_find_from_session: wp=%0
1732671932.731496 cmd_find_from_session: idx=none
1732671932.731499 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1732671932.731505 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1732671932.731508 notify_add: config_files=
1732671932.731511 notify_add: host=Suyashs-Mac-mini.local
1732671932.731514 notify_add: host_short=Suyashs-Mac-mini
1732671932.731517 notify_add: next_session_id=$1
1732671932.731519 notify_add: pane_format=0
1732671932.731521 notify_add: pid=2053
1732671932.731523 notify_add: server_sessions=1
1732671932.731526 notify_add: session_format=0
1732671932.731528 notify_add: socket_path=/private/tmp/tmux-501/default
1732671932.731530 notify_add: start_time=1732671932
1732671932.731535 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},#{?window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}}
1732671932.731537 notify_add: uid=501
1732671932.731658 notify_add: user=suyash
1732671932.731661 notify_add: version=3.5a
1732671932.731663 notify_add: window_format=0
1732671932.731666 notify_add: hook=session-created
1732671932.731668 notify_add: hook_session=$0
1732671932.731670 notify_add: hook_session_name=0
1732671932.731672 session_add_ref: 0 notify_add, now 4
1732671932.731674 session_add_ref: 0 notify_add, now 5
1732671932.731677 cmdq_append <global>: [notify_callback/0x155711200]
1732671932.731679 sending message 207 to peer 0x158048000 (0 bytes)
1732671932.731686 recalculate_size: @0 is 236x96
1732671932.731690 clients_calculate_size: after /dev/ttys000 (236x96), size is 236x96
1732671932.731692 clients_calculate_size: calculated size 236x96
1732671932.731694 clients_calculate_size: calculated size 236x96
1732671932.731696 clients_calculate_size: type is latest
1732671932.731698 recalculate_size: @0 no size change
1732671932.731701 tty_update_client_offset: /dev/ttys000 offset has changed (0,0 0x0 -> 0,0 236x96)
1732671932.731703 window_update_focus: @0
1732671932.731705 window_pane_update_focus: %0 focus in
1732671932.731707 cmd_find_best_session_with_window: window is @0
1732671932.731710 cmd_find_best_session: 1 sessions to try
1732671932.731712 cmd_find_best_winlink_with_window: window is @0
1732671932.731714 cmd_find_best_winlink_with_window: window is @0
1732671932.731716 cmd_find_from_window: s=$0 0
1732671932.731718 cmd_find_from_window: wl=0 1 w=@0 zsh
1732671932.731720 cmd_find_from_window: wp=%0
1732671932.731722 cmd_find_from_window: idx=0
1732671932.731724 cmd_find_from_pane: s=$0 0
1732671932.731726 cmd_find_from_pane: wl=0 1 w=@0 zsh
1732671932.731728 cmd_find_from_pane: wp=%0
1732671932.731730 cmd_find_from_pane: idx=0
1732671932.731733 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1732671932.731736 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1732671932.731738 notify_add: config_files=
1732671932.731741 notify_add: host=Suyashs-Mac-mini.local
1732671932.731744 notify_add: host_short=Suyashs-Mac-mini
1732671932.731746 notify_add: next_session_id=$1
1732671932.731748 notify_add: pane_format=0
1732671932.731751 notify_add: pid=2053
1732671932.731753 notify_add: server_sessions=1
1732671932.731755 notify_add: session_format=0
1732671932.731757 notify_add: socket_path=/private/tmp/tmux-501/default
1732671932.731759 notify_add: start_time=1732671932
1732671932.731764 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},#{?window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}}
1732671932.731769 notify_add: uid=501
1732671932.731864 notify_add: user=suyash
1732671932.731867 notify_add: version=3.5a
1732671932.731870 notify_add: window_format=0
1732671932.731872 notify_add: hook=pane-focus-in
1732671932.731874 notify_add: hook_pane=%0
1732671932.731877 session_add_ref: 0 notify_add, now 6
1732671932.731879 cmdq_append <global>: [notify_callback/0x1557114a0]
1732671932.731883 session $0 0 activity 1732671932.731882 (last 1732671932.729883)
1732671932.731887 client 0x155814000, status interval 15
1732671932.731889 cmd_find_from_client: s=$0 0
1732671932.731891 cmd_find_from_client: wl=0 1 w=@0 zsh
1732671932.731893 cmd_find_from_client: wp=%0
1732671932.731895 cmd_find_from_client: idx=none
1732671932.731898 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1732671932.731901 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1732671932.731903 notify_add: config_files=
1732671932.731906 notify_add: host=Suyashs-Mac-mini.local
1732671932.731909 notify_add: host_short=Suyashs-Mac-mini
1732671932.731911 notify_add: next_session_id=$1
1732671932.731913 notify_add: pane_format=0
1732671932.731915 notify_add: pid=2053
1732671932.731917 notify_add: server_sessions=1
1732671932.731920 notify_add: session_format=0
1732671932.731922 notify_add: socket_path=/private/tmp/tmux-501/default
1732671932.731924 notify_add: start_time=1732671932
1732671932.731928 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},#{?window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}}
1732671932.731931 notify_add: uid=501
1732671932.732058 notify_add: user=suyash
1732671932.732063 notify_add: version=3.5a
1732671932.732066 notify_add: window_format=0
1732671932.732069 notify_add: hook=client-session-changed
1732671932.732071 notify_add: hook_client=/dev/ttys000
1732671932.732074 session_add_ref: 0 notify_add, now 7
1732671932.732076 cmdq_append <global>: [notify_callback/0x15680f860]
1732671932.732100 cmd_find_from_session: s=$0 0
1732671932.732103 cmd_find_from_session: wl=0 1 w=@0 zsh
1732671932.732105 cmd_find_from_session: wp=%0
1732671932.732107 cmd_find_from_session: idx=none
1732671932.732110 cmd_find_from_session: s=$0 0
1732671932.732112 cmd_find_from_session: wl=0 1 w=@0 zsh
1732671932.732114 cmd_find_from_session: wp=%0
1732671932.732116 cmd_find_from_session: idx=none
1732671932.732119 running hook after-new-session (parent 0x155707d50)
1732671932.732123 unref client 0x155814000 (4 references)
1732671932.732126 cmdq_next </dev/ttys000>: [server_client_command_done/0x155707e40] (1), flags 0
1732671932.732129 /dev/ttys000: \033[c
1732671932.732131 /dev/ttys000: \033[>c
1732671932.732133 /dev/ttys000: \033[>q
1732671932.732135 /dev/ttys000: \033]10;?\033\\
1732671932.732137 /dev/ttys000: \033]11;?\033\\
1732671932.732140 unref client 0x155814000 (3 references)
1732671932.732142 cmdq_next </dev/ttys000>: exit (empty)
1732671932.732144 cmdq_next <global>: enter
1732671932.732147 cmdq_next <global>: [notify_callback/0x1557127c0] (1), flags 0
1732671932.732149 notify_callback: window-linked
1732671932.732152 notify_insert_hook: inserting hook window-linked
1732671932.732157 session_remove_ref: 0 notify_callback, now 6
1732671932.732159 window_remove_ref: @0 notify_callback, now 1
1732671932.732161 session_remove_ref: 0 notify_callback, now 5
1732671932.732165 cmdq_next <global>: [notify_callback/0x155711200] (1), flags 0
1732671932.732167 notify_callback: session-created
1732671932.732169 notify_insert_hook: inserting hook session-created
1732671932.732173 session_remove_ref: 0 notify_callback, now 4
1732671932.732178 session_remove_ref: 0 notify_callback, now 3
1732671932.732181 cmdq_next <global>: [notify_callback/0x1557114a0] (1), flags 0
1732671932.732184 notify_callback: pane-focus-in
1732671932.732186 notify_insert_hook: inserting hook pane-focus-in
1732671932.732190 session_remove_ref: 0 notify_callback, now 2
1732671932.732193 cmdq_next <global>: [notify_callback/0x15680f860] (1), flags 0
1732671932.732195 notify_callback: client-session-changed
1732671932.732197 notify_insert_hook: inserting hook client-session-changed
1732671932.732201 unref client 0x155814000 (2 references)
1732671932.732203 session_remove_ref: 0 notify_callback, now 1
1732671932.732206 cmdq_next <global>: exit (empty)
1732671932.732208 cmdq_next </dev/ttys000>: empty
1732671932.732210 cmdq_next <global>: empty
1732671932.732212 cmdq_next </dev/ttys000>: empty
1732671932.732215 /dev/ttys000: redraw window status borders overlay panes
1732671932.732217 /dev/ttys000: redraw deferred (172 left)
1732671932.732219 redraw timer started
1732671932.732222 server_client_reset_state: client /dev/ttys000 mode CURSOR,WRAP
1732671932.732225 server_client_reset_state: cursor to 0,0
1732671932.732229 /dev/ttys000: \033[1;1H
1732671932.732232 /dev/ttys000: current mode CURSOR
1732671932.732234 /dev/ttys000: setting mode CURSOR,WRAP
1732671932.732236 server_client_check_pane_buffer: pane %0 is on
1732671932.732239 @0 active pane changed
1732671932.732242 format_expand1: expanding format: #{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}
1732671932.732245 format_expand1: found #{}: ?pane_in_mode,[tmux],#{pane_current_command}
1732671932.732260 format_replace: condition is: pane_in_mode
1732671932.732264 format_replace: condition 'pane_in_mode' found: 0
1732671932.732267 format_replace: condition 'pane_in_mode' is false
1732671932.732271 format_expand1: expanding format: #{pane_current_command}
1732671932.732274 format_expand1: found #{}: pane_current_command
1732671932.732285 format_replace: format 'pane_current_command' found: zsh
1732671932.732287 format_replace: replaced 'pane_current_command' with 'zsh'
1732671932.732290 format_expand1: result is: zsh
1732671932.732293 format_replace: replaced '?pane_in_mode,[tmux],#{pane_current_command}' with 'zsh'
1732671932.732296 format_expand1: found #{}: ?pane_dead,[dead],
1732671932.732299 format_replace: condition is: pane_dead
1732671932.732302 format_replace: condition 'pane_dead' found: 0
1732671932.732305 format_replace: condition 'pane_dead' is false
1732671932.732307 format_replace: replaced '?pane_dead,[dead],' with ''
1732671932.732309 format_expand1: result is: zsh
1732671932.732312 @0 name not changed (still zsh)
1732671932.732325 /dev/ttys000: wrote 178 bytes (of 178)
1732671932.732334 cmdq_next <global>: empty
1732671932.732336 cmdq_next </dev/ttys000>: empty
1732671932.732338 /dev/ttys000: redraw window status borders overlay panes
1732671932.732341 /dev/ttys000: redraw needed
1732671932.732343 status_redraw enter
1732671932.732346 format_defaults: c=/dev/ttys000
1732671932.732348 format_defaults: s=none
1732671932.732350 format_defaults: wl=none
1732671932.732352 format_defaults: wp=none
1732671932.732354 options_string_to_style: status-style is 'bg=green,fg=black'
1732671932.732360 style_parse: bg=green,fg=black
1732671932.732362 style_parse: bg=green
1732671932.732365 style_parse: fg=black
1732671932.732368 screen_resize_cursor: new size 236x1, now 80x1 (cursor 0,0 = 0,0)
1732671932.732371 screen_resize_cursor: cursor finished at 0,0 = 0,0
1732671932.732373 screen_write_start: size 236x1, no pane
1732671932.732376 screen_write_cursormove: from 0,0 to 0,0
1732671932.732388 format_expand1: expanding format: #[align=left range=left #{E:status-left-style}]#[push-default]#{T;=/#{status-left-length}:status-left}#[pop-default]#[norange default]#[list=on align=#{status-justify}]#[list=left-marker]<#[list=right-marker]>#[list=on]#{W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}}#[nolist align=right range=right #{E:status-right-style}]#[push-default]#{T;=/#{status-right-length}:status-right}#[pop-default]#[norange default]
1732671932.732396 format_expand1: found #*1[
1732671932.732399 format_expand1: found #{}: E:status-left-style
1732671932.732401 format_replace: modifier 0 is E
1732671932.732409 format_replace: format 'status-left-style' found: default
1732671932.732420 format_expand1: expanding format: default
1732671932.732423 format_expand1: result is: default
1732671932.732427 format_replace: replaced 'E:status-left-style' with 'default'
1732671932.732430 format_expand1: found #*1[
1732671932.732433 format_expand1: found #{}: T;=/#{status-left-length}:status-left
1732671932.732440 format_expand1: expanding format: #{status-left-length}
1732671932.732443 format_expand1: found #{}: status-left-length
1732671932.732447 format_replace: format 'status-left-length' found: 10
1732671932.732449 format_replace: replaced 'status-left-length' with '10'
1732671932.732452 format_expand1: result is: 10
1732671932.732454 format_replace: modifier 0 is T
1732671932.732456 format_replace: modifier 1 is =
1732671932.732459 format_replace: modifier 1 argument 0: 10
1732671932.732462 format_replace: format 'status-left' found: [#{session_name}] 
1732671932.732465 format_expand1: expanding format: [#{session_name}] 
1732671932.732467 format_expand1: found #{}: session_name
1732671932.732471 format_replace: format 'session_name' found: 0
1732671932.732473 format_replace: replaced 'session_name' with '0'
1732671932.732476 format_expand1: result is: [0] 
1732671932.732478 format_replace: applied length limit 10: [0] 
1732671932.732481 format_replace: replaced 'T;=/#{status-left-length}:status-left' with '[0] '
1732671932.732484 format_expand1: found #*1[
1732671932.732486 format_expand1: found #*1[
1732671932.732488 format_expand1: found #*1[
1732671932.732491 format_expand1: found #{}: status-justify
1732671932.732494 format_replace: format 'status-justify' found: left
1732671932.732496 format_replace: replaced 'status-justify' with 'left'
1732671932.732499 format_expand1: found #*1[
1732671932.732501 format_expand1: found #*1[
1732671932.732503 format_expand1: found #*1[
1732671932.732513 format_expand1: found #{}: W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}
